hidden_layers,activation,epochs,learning_rate,batch_size,accuracy,mae,mse,r2
"[16, 32]",linear,25,0.0001,32,0.3233333333333333,0.6766666666666666,0.6766666666666666,-2.9283536666488734
"[16, 32]",linear,25,0.0001,64,0.7711666666666667,0.22883333333333333,0.22883333333333333,-0.3284801931795329
"[16, 32]",linear,25,0.0001,128,0.7723333333333333,0.22766666666666666,0.22766666666666666,-0.32170716961634516
"[16, 32]",linear,25,0.0001,256,0.3615,0.6385,0.6385,-2.706779038653161
"[16, 32]",linear,25,0.0001,512,0.7131666666666666,0.28683333333333333,0.28683333333333333,-0.6651962217494363
"[16, 32]",linear,50,10.0,16,0.5465,0.4535,0.4535,-1.6327710164905382
"[16, 32]",linear,50,10.0,32,0.22566666666666665,0.7743333333333333,0.7743333333333333,-3.4953524963671594
"[16, 32]",linear,50,10.0,64,0.7905,0.2095,0.2095,-0.21624151698956506
"[16, 32]",linear,50,10.0,128,0.7618333333333334,0.23816666666666667,0.23816666666666667,-0.3826643816850346
"[16, 32]",linear,50,10.0,256,0.7388333333333333,0.26116666666666666,0.26116666666666666,-0.5161897033593066
"[16, 32]",linear,50,10.0,512,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[16, 32]",linear,50,1.0,16,0.6946666666666667,0.30533333333333335,0.30533333333333335,-0.7725970239656985
"[16, 32]",linear,50,1.0,32,0.8045,0.1955,0.1955,-0.13496523423131257
"[16, 32]",linear,50,1.0,64,0.6413333333333333,0.3586666666666667,0.3586666666666667,-1.0822209582828513
"[16, 32]",linear,50,1.0,128,0.7676666666666667,0.23233333333333334,0.23233333333333334,-0.348799263869096
"[16, 32]",linear,50,1.0,256,0.5841666666666666,0.41583333333333333,0.41583333333333333,-1.414099112879049
"[16, 32]",linear,50,1.0,512,0.5993333333333334,0.40066666666666667,0.40066666666666667,-1.326049806557609
"[16, 32]",linear,50,0.1,16,0.8115,0.1885,0.1885,-0.09432709285218621
"[16, 32]",linear,50,0.1,32,0.801,0.199,0.199,-0.15528430492087564
"[16, 32]",linear,50,0.1,64,0.8086666666666666,0.19133333333333333,0.19133333333333333,-0.11077586436278497
"[16, 32]",linear,50,0.1,128,0.8068333333333333,0.19316666666666665,0.19316666666666665,-0.12141918710493704
"[16, 32]",linear,50,0.1,256,0.8026666666666666,0.19733333333333333,0.19733333333333333,-0.14560855697346464
"[16, 32]",linear,50,0.1,512,0.8053333333333333,0.19466666666666665,0.19466666666666665,-0.13012736025760696
"[16, 32]",linear,50,0.01,16,0.8098333333333333,0.19016666666666668,0.19016666666666668,-0.10400284079959721
"[16, 32]",linear,50,0.01,32,0.8098333333333333,0.19016666666666668,0.19016666666666668,-0.10400284079959721
"[16, 32]",linear,50,0.01,64,0.808,0.192,0.192,-0.11464616354174928
"[16, 32]",linear,50,0.01,128,0.8081666666666667,0.19183333333333333,0.19183333333333333,-0.1136785887470082
"[16, 32]",linear,50,0.01,256,0.8085,0.1915,0.1915,-0.11174343915752605
"[16, 32]",linear,50,0.01,512,0.8083333333333333,0.19166666666666668,0.19166666666666668,-0.11271101395226713
"[16, 32]",linear,50,0.001,16,0.8098333333333333,0.19016666666666668,0.19016666666666668,-0.10400284079959721
"[16, 32]",linear,50,0.001,32,0.8055,0.1945,0.1945,-0.12915978546286588
"[16, 32]",linear,50,0.001,64,0.8033333333333333,0.19666666666666666,0.19666666666666666,-0.1417382577945001
"[16, 32]",linear,50,0.001,128,0.8088333333333333,0.19116666666666668,0.19116666666666668,-0.1098082895680439
"[16, 32]",linear,50,0.001,256,0.8016666666666666,0.19833333333333333,0.19833333333333333,-0.1514140057419111
"[16, 32]",linear,50,0.001,512,0.8021666666666667,0.19783333333333333,0.19783333333333333,-0.14851128135768787
"[16, 32]",linear,50,0.0001,16,0.29333333333333333,0.7066666666666667,0.7066666666666667,-3.102517129702272
"[16, 32]",linear,50,0.0001,32,0.5561666666666667,0.44383333333333336,0.44383333333333336,-1.5766516783955544
"[16, 32]",linear,50,0.0001,64,0.38066666666666665,0.6193333333333333,0.6193333333333333,-2.5955079372579344
"[16, 32]",linear,50,0.0001,128,0.7731666666666667,0.22683333333333333,0.22683333333333333,-0.31686929564263955
"[16, 32]",linear,50,0.0001,256,0.7121666666666666,0.28783333333333333,0.28783333333333333,-0.671001670517883
"[16, 32]",linear,50,0.0001,512,0.5683333333333334,0.43166666666666664,0.43166666666666664,-1.5060187183794538
"[16, 32]",linear,100,10.0,16,0.7745,0.2255,0.2255,-0.3091286972847107
"[16, 32]",linear,100,10.0,32,0.28783333333333333,0.7121666666666666,0.7121666666666666,-3.134447097928728
"[16, 32]",linear,100,10.0,64,0.781,0.219,0.219,-0.2713932802898078
"[16, 32]",linear,100,10.0,128,0.8051666666666667,0.19483333333333333,0.19483333333333333,-0.13109493505234804
"[16, 32]",linear,100,10.0,256,0.5561666666666667,0.44383333333333336,0.44383333333333336,-1.5766516783955544
"[16, 32]",linear,100,10.0,512,0.7723333333333333,0.22766666666666666,0.22766666666666666,-0.32170716961634516
"[16, 32]",linear,100,1.0,16,0.7796666666666666,0.22033333333333333,0.22033333333333333,-0.27913387864773664
"[16, 32]",linear,100,1.0,32,0.8071666666666667,0.19283333333333333,0.19283333333333333,-0.11948403751545489
"[16, 32]",linear,100,1.0,64,0.7835,0.2165,0.2165,-0.2568796583686912
"[16, 32]",linear,100,1.0,128,0.8106666666666666,0.18933333333333333,0.18933333333333333,-0.0991649668258916
"[16, 32]",linear,100,1.0,256,0.6698333333333333,0.33016666666666666,0.33016666666666666,-0.9167656683821228
"[16, 32]",linear,100,1.0,512,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[16, 32]",linear,100,0.1,16,0.8081666666666667,0.19183333333333333,0.19183333333333333,-0.1136785887470082
"[16, 32]",linear,100,0.1,32,0.8076666666666666,0.19233333333333333,0.19233333333333333,-0.11658131313123143
"[16, 32]",linear,100,0.1,64,0.808,0.192,0.192,-0.11464616354174928
"[16, 32]",linear,100,0.1,128,0.8091666666666667,0.19083333333333333,0.19083333333333333,-0.10787313997856152
"[16, 32]",linear,100,0.1,256,0.8081666666666667,0.19183333333333333,0.19183333333333333,-0.1136785887470082
"[16, 32]",linear,100,0.1,512,0.8081666666666667,0.19183333333333333,0.19183333333333333,-0.1136785887470082
"[16, 32]",linear,100,0.01,16,0.8073333333333333,0.19266666666666668,0.19266666666666668,-0.11851646272071381
"[16, 32]",linear,100,0.01,32,0.8078333333333333,0.19216666666666668,0.19216666666666668,-0.11561373833649036
"[16, 32]",linear,100,0.01,64,0.8078333333333333,0.19216666666666668,0.19216666666666668,-0.11561373833649036
"[16, 32]",linear,100,0.01,128,0.8081666666666667,0.19183333333333333,0.19183333333333333,-0.1136785887470082
"[16, 32]",linear,100,0.01,256,0.808,0.192,0.192,-0.11464616354174928
"[16, 32]",linear,100,0.01,512,0.8083333333333333,0.19166666666666668,0.19166666666666668,-0.11271101395226713
"[16, 32]",linear,100,0.001,16,0.807,0.193,0.193,-0.12045161231019597
"[16, 32]",linear,100,0.001,32,0.8068333333333333,0.19316666666666665,0.19316666666666665,-0.12141918710493704
"[16, 32]",linear,100,0.001,64,0.8073333333333333,0.19266666666666668,0.19266666666666668,-0.11851646272071381
"[16, 32]",linear,100,0.001,128,0.8065,0.1935,0.1935,-0.1233543366944192
"[16, 32]",linear,100,0.001,256,0.8055,0.1945,0.1945,-0.12915978546286588
"[16, 32]",linear,100,0.001,512,0.8075,0.1925,0.1925,-0.11754888792597273
"[16, 32]",linear,100,0.0001,16,0.7816666666666666,0.21833333333333332,0.21833333333333332,-0.2675229811108435
"[16, 32]",linear,100,0.0001,32,0.7795,0.2205,0.2205,-0.2801014534424777
"[16, 32]",linear,100,0.0001,64,0.7593333333333333,0.24066666666666667,0.24066666666666667,-0.39717800360615096
"[16, 32]",linear,100,0.0001,128,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[16, 32]",linear,100,0.0001,256,0.786,0.214,0.214,-0.24236603644757482
"[16, 32]",linear,100,0.0001,512,0.6395,0.3605,0.3605,-1.0928642810250033
"[16, 32]",linear,250,10.0,16,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[16, 32]",linear,250,10.0,32,0.7756666666666666,0.22433333333333333,0.22433333333333333,-0.30235567372152317
"[16, 32]",linear,250,10.0,64,0.7401666666666666,0.25983333333333336,0.25983333333333336,-0.5084491050013777
"[16, 32]",linear,250,10.0,128,0.783,0.217,0.217,-0.25978238275291465
"[16, 32]",linear,250,10.0,256,0.3536666666666667,0.6463333333333333,0.6463333333333333,-2.752255054005993
"[16, 32]",linear,250,10.0,512,0.7995,0.2005,0.2005,-0.16399247807354556
"[16, 32]",linear,250,1.0,16,0.7861666666666667,0.21383333333333332,0.21383333333333332,-0.24139846165283374
"[16, 32]",linear,250,1.0,32,0.8075,0.1925,0.1925,-0.11754888792597273
"[16, 32]",linear,250,1.0,64,0.7913333333333333,0.20866666666666667,0.20866666666666667,-0.21140364301585945
"[16, 32]",linear,250,1.0,128,0.766,0.234,0.234,-0.358475011816507
"[16, 32]",linear,250,1.0,256,0.7995,0.2005,0.2005,-0.16399247807354556
"[16, 32]",linear,250,1.0,512,0.804,0.196,0.196,-0.1378679586155358
"[16, 32]",linear,250,0.1,16,0.8076666666666666,0.19233333333333333,0.19233333333333333,-0.11658131313123143
"[16, 32]",linear,250,0.1,32,0.808,0.192,0.192,-0.11464616354174928
"[16, 32]",linear,250,0.1,64,0.8078333333333333,0.19216666666666668,0.19216666666666668,-0.11561373833649036
"[16, 32]",linear,250,0.1,128,0.8078333333333333,0.19216666666666668,0.19216666666666668,-0.11561373833649036
"[16, 32]",linear,250,0.1,256,0.808,0.192,0.192,-0.11464616354174928
"[16, 32]",linear,250,0.1,512,0.8078333333333333,0.19216666666666668,0.19216666666666668,-0.11561373833649036
"[16, 32]",linear,250,0.01,16,0.8078333333333333,0.19216666666666668,0.19216666666666668,-0.11561373833649036
"[16, 32]",linear,250,0.01,32,0.8078333333333333,0.19216666666666668,0.19216666666666668,-0.11561373833649036
"[16, 32]",linear,250,0.01,64,0.8078333333333333,0.19216666666666668,0.19216666666666668,-0.11561373833649036
"[16, 32]",linear,250,0.01,128,0.8078333333333333,0.19216666666666668,0.19216666666666668,-0.11561373833649036
"[16, 32]",linear,250,0.01,256,0.8078333333333333,0.19216666666666668,0.19216666666666668,-0.11561373833649036
"[16, 32]",linear,250,0.01,512,0.8078333333333333,0.19216666666666668,0.19216666666666668,-0.11561373833649036
"[16, 32]",linear,250,0.001,16,0.8078333333333333,0.19216666666666668,0.19216666666666668,-0.11561373833649036
"[16, 32]",linear,250,0.001,32,0.8078333333333333,0.19216666666666668,0.19216666666666668,-0.11561373833649036
"[16, 32]",linear,250,0.001,64,0.8078333333333333,0.19216666666666668,0.19216666666666668,-0.11561373833649036
"[16, 32]",linear,250,0.001,128,0.8078333333333333,0.19216666666666668,0.19216666666666668,-0.11561373833649036
"[16, 32]",linear,250,0.001,256,0.8078333333333333,0.19216666666666668,0.19216666666666668,-0.11561373833649036
"[16, 32]",linear,250,0.001,512,0.8078333333333333,0.19216666666666668,0.19216666666666668,-0.11561373833649036
"[16, 32]",linear,250,0.0001,16,0.7988333333333333,0.20116666666666666,0.20116666666666666,-0.16786277725250986
"[16, 32]",linear,250,0.0001,32,0.7948333333333333,0.20516666666666666,0.20516666666666666,-0.1910845723262964
"[16, 32]",linear,250,0.0001,64,0.7916666666666666,0.20833333333333334,0.20833333333333334,-0.2094684934263773
"[16, 32]",linear,250,0.0001,128,0.8041666666666667,0.19583333333333333,0.19583333333333333,-0.13690038382079472
"[16, 32]",linear,250,0.0001,256,0.8033333333333333,0.19666666666666666,0.19666666666666666,-0.1417382577945001
"[16, 32]",linear,250,0.0001,512,0.7845,0.2155,0.2155,-0.25107420960024474
"[32, 64]",relu,1,10.0,16,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",relu,1,10.0,32,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",relu,1,10.0,64,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",relu,1,10.0,128,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",relu,1,10.0,256,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",relu,1,10.0,512,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",relu,1,1.0,16,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",relu,1,1.0,32,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",relu,1,1.0,64,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",relu,1,1.0,128,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",relu,1,1.0,256,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",relu,1,1.0,512,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",relu,1,0.1,16,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",relu,1,0.1,32,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",relu,1,0.1,64,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",relu,1,0.1,128,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",relu,1,0.1,256,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",relu,1,0.1,512,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",relu,1,0.01,16,0.6991666666666667,0.30083333333333334,0.30083333333333334,-0.7464725045076888
"[32, 64]",relu,1,0.01,32,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",relu,1,0.01,64,0.7781666666666667,0.22183333333333333,0.22183333333333333,-0.28784205180040656
"[32, 64]",relu,1,0.01,128,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",relu,1,0.01,256,0.7786666666666666,0.22133333333333333,0.22133333333333333,-0.28493932741618333
"[32, 64]",relu,1,0.01,512,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",relu,1,0.001,16,0.28933333333333333,0.7106666666666667,0.7106666666666667,-3.1257389247760585
"[32, 64]",relu,1,0.001,32,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",relu,1,0.001,64,0.32133333333333336,0.6786666666666666,0.6786666666666666,-2.939964564185767
"[32, 64]",relu,1,0.001,128,0.7783333333333333,0.22166666666666668,0.22166666666666668,-0.2868744770056655
"[32, 64]",relu,1,0.001,256,0.303,0.697,0.697,-3.046397791607288
"[32, 64]",relu,1,0.001,512,0.23766666666666666,0.7623333333333333,0.7623333333333333,-3.4256871111458
"[32, 64]",relu,1,0.0001,16,0.6366666666666667,0.36333333333333334,0.36333333333333334,-1.1093130525356019
"[32, 64]",relu,1,0.0001,32,0.7613333333333333,0.23866666666666667,0.23866666666666667,-0.3855671060692578
"[32, 64]",relu,1,0.0001,64,0.5578333333333333,0.44216666666666665,0.44216666666666665,-1.5669759304481432
"[32, 64]",relu,1,0.0001,128,0.2335,0.7665,0.7665,-3.4498764810143276
"[32, 64]",relu,1,0.0001,256,0.778,0.222,0.222,-0.28880962659514764
"[32, 64]",relu,1,0.0001,512,0.726,0.274,0.274,-0.5906929625543715
"[32, 64]",relu,10,10.0,16,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",relu,10,10.0,32,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",relu,10,10.0,64,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",relu,10,10.0,128,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",relu,10,10.0,256,0.7786666666666666,0.22133333333333333,0.22133333333333333,-0.28493932741618333
"[32, 64]",relu,10,10.0,512,0.7781666666666667,0.22183333333333333,0.22183333333333333,-0.28784205180040656
"[32, 64]",relu,10,1.0,16,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",relu,10,1.0,32,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",relu,10,1.0,64,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",relu,10,1.0,128,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",relu,10,1.0,256,0.7926666666666666,0.20733333333333334,0.20733333333333334,-0.20366304465793061
"[32, 64]",relu,10,1.0,512,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",relu,10,0.1,16,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",relu,10,0.1,32,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",relu,10,0.1,64,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",relu,10,0.1,128,0.7813333333333333,0.21866666666666668,0.21866666666666668,-0.26945813070032565
"[32, 64]",relu,10,0.1,256,0.779,0.221,0.221,-0.28300417782670095
"[32, 64]",relu,10,0.1,512,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",relu,10,0.01,16,0.8026666666666666,0.19733333333333333,0.19733333333333333,-0.14560855697346464
"[32, 64]",relu,10,0.01,32,0.8071666666666667,0.19283333333333333,0.19283333333333333,-0.11948403751545489
"[32, 64]",relu,10,0.01,64,0.7808333333333334,0.21916666666666668,0.21916666666666668,-0.2723608550845489
"[32, 64]",relu,10,0.01,128,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",relu,10,0.01,256,0.8008333333333333,0.19916666666666666,0.19916666666666666,-0.15625187971561671
"[32, 64]",relu,10,0.01,512,0.8045,0.1955,0.1955,-0.13496523423131257
"[32, 64]",relu,10,0.001,16,0.7806666666666666,0.21933333333333332,0.21933333333333332,-0.27332842987928996
"[32, 64]",relu,10,0.001,32,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",relu,10,0.001,64,0.7765,0.2235,0.2235,-0.29751779974781756
"[32, 64]",relu,10,0.001,128,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",relu,10,0.001,256,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",relu,10,0.001,512,0.7755,0.2245,0.2245,-0.30332324851626424
"[32, 64]",relu,10,0.0001,16,0.22566666666666665,0.7743333333333333,0.7743333333333333,-3.4953524963671594
"[32, 64]",relu,10,0.0001,32,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",relu,10,0.0001,64,0.6355,0.3645,0.3645,-1.1160860760987896
"[32, 64]",relu,10,0.0001,128,0.4635,0.5365,0.5365,-2.1146232642716067
"[32, 64]",relu,10,0.0001,256,0.7685,0.2315,0.2315,-0.3439613898953904
"[32, 64]",relu,10,0.0001,512,0.2325,0.7675,0.7675,-3.4556819297827737
"[32, 64]",relu,25,10.0,16,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",relu,25,10.0,32,0.22116666666666668,0.7788333333333334,0.7788333333333334,-3.5214770158251687
"[32, 64]",relu,25,10.0,64,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",relu,25,10.0,128,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",relu,25,10.0,256,0.222,0.778,0.778,-3.5166391418514635
"[32, 64]",relu,25,10.0,512,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",relu,25,1.0,16,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",relu,25,1.0,32,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",relu,25,1.0,64,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",relu,25,1.0,128,0.22116666666666668,0.7788333333333334,0.7788333333333334,-3.5214770158251687
