hidden_layers,activation,epochs,lr,batch_size,mae,mse,r2
[4],relu,10,0.0001,16,3327.458040427795,131743671.31128016,-0.0917518138885498
[4],relu,10,0.0001,32,3327.713447188473,131745575.08320111,-0.09176743030548096
[4],relu,10,0.0001,64,3327.1099740357795,131741558.65725632,-0.09173417091369629
[4],relu,10,0.0001,128,3327.685298578588,131745290.81978795,-0.09176504611968994
[4],relu,10,0.0001,256,3327.0173062958843,131741087.94266199,-0.09173023700714111
[4],relu,10,0.0001,512,3327.877194267981,131746522.13516274,-0.09177529811859131
[4],relu,25,0.1,16,3265.7479833718253,131140729.76720895,-0.08675503730773926
[4],relu,25,0.1,32,3251.996116805729,130990250.33515686,-0.08550798892974854
[4],relu,25,0.1,64,3268.042300032673,131234366.4121506,-0.08753097057342529
[4],relu,25,0.1,128,3257.381705670087,131200376.36596169,-0.08724939823150635
[4],relu,25,0.1,256,3266.1192716072483,131032345.45911683,-0.08585691452026367
[4],relu,25,0.1,512,3255.9548683297303,131217072.77086006,-0.08738768100738525
[4],relu,25,0.01,16,3325.6231333529313,131729632.19767658,-0.09163534641265869
[4],relu,25,0.01,32,3326.8653558817014,131736405.15126638,-0.09169149398803711
[4],relu,25,0.01,64,3326.490606538039,131735826.13547425,-0.09168660640716553
[4],relu,25,0.01,128,3326.616319238775,131737915.59142043,-0.09170401096343994
[4],relu,25,0.01,256,3326.5131487777767,131735854.21774651,-0.09168696403503418
[4],relu,25,0.01,512,3326.4959100308342,131737662.24175625,-0.09170186519622803
[4],relu,25,0.001,16,3327.147660770465,131741450.36340706,-0.09173309803009033
[4],relu,25,0.001,32,3326.6282670847563,131737712.65093607,-0.09170234203338623
[4],relu,25,0.001,64,3327.7616168516615,131745147.78198746,-0.09176385402679443
[4],relu,25,0.001,128,3327.5342756317673,131744829.14334352,-0.09176123142242432
[4],relu,25,0.001,256,3327.616088195282,131744363.88743454,-0.09175741672515869
[4],relu,25,0.001,512,3327.396880102705,131743301.96486573,-0.09174859523773193
[4],relu,25,0.0001,16,3327.7225669255936,131745630.50903906,-0.09176790714263916
[4],relu,25,0.0001,32,3327.7344972954434,131745778.65149923,-0.09176909923553467
[4],relu,25,0.0001,64,3327.753798758444,131745855.13415864,-0.09176969528198242
[4],relu,25,0.0001,128,3327.696183862217,131745283.64822716,-0.09176492691040039
[4],relu,25,0.0001,256,3327.3488301447646,131743162.12323576,-0.09174740314483643
[4],relu,25,0.0001,512,3327.55746077905,131744610.86097874,-0.09175944328308105
[4],relu,50,0.1,16,3033.504610440337,128393659.54701339,-0.06399011611938477
[4],relu,50,0.1,32,2983.4989719442588,128968514.66786104,-0.06875395774841309
[4],relu,50,0.1,64,3022.22855112829,128060555.13906138,-0.06122994422912598
[4],relu,50,0.1,128,3019.802822193923,127844867.66887298,-0.05944252014160156
[4],relu,50,0.1,256,2973.4380067623733,128283587.88359882,-0.06307804584503174
[4],relu,50,0.1,512,3027.1071089639204,128593703.2669504,-0.06564795970916748
[4],relu,50,0.01,16,3323.778502942635,131707982.34105821,-0.09145581722259521
[4],relu,50,0.01,32,3323.4678615954954,131702265.61203851,-0.09140849113464355
[4],relu,50,0.01,64,3324.1739556549896,131710976.89724103,-0.09148073196411133
[4],relu,50,0.01,128,3323.5199822379564,131707248.9402759,-0.09144973754882812
[4],relu,50,0.01,256,3323.2911008796605,131708563.3380902,-0.0914607048034668
[4],relu,50,0.01,512,3322.8888411276585,131689551.42465305,-0.09130311012268066
[4],relu,50,0.001,16,3327.0162333527874,131740209.41477731,-0.09172296524047852
[4],relu,50,0.001,32,3327.3482977397825,131742585.13785598,-0.0917426347732544
[4],relu,50,0.001,64,3327.3179742911407,131742496.38684909,-0.09174203872680664
[4],relu,50,0.001,128,3327.196134741715,131741410.11393306,-0.09173285961151123
[4],relu,50,0.001,256,3327.333952367588,131742839.36364931,-0.09174478054046631
[4],relu,50,0.001,512,3327.6948559966836,131744711.58277974,-0.09176027774810791
[4],relu,50,0.0001,16,3327.9526918489346,131747246.01226647,-0.0917811393737793
[4],relu,50,0.0001,32,3327.1401953118184,131741881.87054454,-0.0917367935180664
[4],relu,50,0.0001,64,3327.3058668948574,131742819.95841908,-0.09174466133117676
[4],relu,50,0.0001,128,3327.3720125801774,131742944.29239841,-0.09174561500549316
[4],relu,50,0.0001,256,3327.9484290936803,131747086.35778269,-0.09177982807159424
[4],relu,50,0.0001,512,3327.088040339276,131741420.80662064,-0.09173285961151123
[4],relu,100,0.1,16,2502.0514890453314,121931453.51675104,-0.010438323020935059
[4],relu,100,0.1,32,2608.615550679748,123331454.6657977,-0.022040128707885742
[4],relu,100,0.1,64,2567.0079739591424,121515607.12131378,-0.006992220878601074
[4],relu,100,0.1,128,2807.561960433227,122444501.07387811,-0.014690041542053223
[4],relu,100,0.1,256,2657.3208370405996,121821185.6286476,-0.00952458381652832
[4],relu,100,0.1,512,2619.551461083995,121655686.65095855,-0.008153080940246582
[4],relu,100,0.01,16,3307.0260457505133,131536620.97464624,-0.09003567695617676
[4],relu,100,0.01,32,3309.168027127762,131523527.46021126,-0.0899273157119751
[4],relu,100,0.01,64,3316.293595416983,131614990.74973786,-0.09068524837493896
[4],relu,100,0.01,128,3310.4882442740795,131584094.49619119,-0.09042918682098389
[4],relu,100,0.01,256,3320.720475366323,131691811.91912845,-0.09132194519042969
[4],relu,100,0.01,512,3310.8633014364823,131610835.86335647,-0.09065079689025879
[4],relu,100,0.001,16,3326.819034116662,131738233.30696733,-0.09170663356781006
[4],relu,100,0.001,32,3327.207602407272,131741181.51910087,-0.09173107147216797
[4],relu,100,0.001,64,3326.3219600199436,131733117.77048697,-0.09166419506072998
[4],relu,100,0.001,128,3327.3288179638575,131742489.76902127,-0.09174180030822754
[4],relu,100,0.001,256,3326.9237755859713,131739920.0394573,-0.0917205810546875
[4],relu,100,0.001,512,3326.449308276477,131734803.29177628,-0.09167814254760742
[4],relu,100,0.0001,16,3327.14978290688,131741370.93475133,-0.09173262119293213
[4],relu,100,0.0001,32,3327.235633428804,131742357.44447093,-0.09174072742462158
[4],relu,100,0.0001,64,3327.065077520423,131741252.06490856,-0.09173154830932617
[4],relu,100,0.0001,128,3327.6086651316377,131744546.99230196,-0.09175896644592285
[4],relu,100,0.0001,256,3327.0006577906206,131740985.7651208,-0.09172940254211426
[4],relu,100,0.0001,512,3327.69255683104,131745387.27533348,-0.09176599979400635
[4],relu,250,0.1,16,3031.5758566777604,118459593.26805729,0.018332839012145996
[4],relu,250,0.1,32,3006.2611524062554,118222268.13904752,0.02029937505722046
[4],relu,250,0.1,64,3016.0629605997974,118555648.7268512,0.017536699771881104
[4],relu,250,0.1,128,2999.564812561109,118179325.73153017,0.020655333995819092
[4],relu,250,0.1,256,3011.8316353660675,118504076.92669906,0.017964184284210205
[4],relu,250,0.1,512,3003.6114235458344,118319029.04703659,0.019497573375701904
[4],relu,250,0.01,16,3247.757871508072,130799608.17420955,-0.08392822742462158
[4],relu,250,0.01,32,3214.6245831710153,130675022.81010093,-0.08289575576782227
[4],relu,250,0.01,64,3247.259583244319,130791728.88073455,-0.0838630199432373
[4],relu,250,0.01,128,3247.4032889697332,130766349.25034319,-0.08365261554718018
[4],relu,250,0.01,256,3174.9492423119136,130192472.28617515,-0.07889699935913086
[4],relu,250,0.01,512,3218.336759876793,130679109.48485254,-0.08292961120605469
[4],relu,250,0.001,16,3324.912984396917,131719298.81170297,-0.09154975414276123
[4],relu,250,0.001,32,3326.344118594022,131732414.96339953,-0.09165835380554199
[4],relu,250,0.001,64,3325.3872110631446,131723752.31241143,-0.09158658981323242
[4],relu,250,0.001,128,3325.9993338083364,131729633.66556789,-0.09163534641265869
[4],relu,250,0.001,256,3325.6293736072457,131728389.96547556,-0.09162497520446777
[4],relu,250,0.001,512,3327.006931056253,131739496.06188692,-0.09171700477600098
[4],relu,250,0.0001,16,3327.7522500449854,131745713.87985972,-0.09176862239837646
[4],relu,250,0.0001,32,3327.2985480900657,131742754.47814561,-0.091744065284729
[4],relu,250,0.0001,64,3327.2336050970994,131741826.53828833,-0.0917363166809082
[4],relu,250,0.0001,128,3326.631487355886,131737980.1658139,-0.0917046070098877
[4],relu,250,0.0001,256,3327.5251135560993,131744337.75586022,-0.09175717830657959
[4],relu,250,0.0001,512,3326.8839184863373,131739324.6638569,-0.09171581268310547
[4],tanh,1,0.1,16,3327.469901633706,131742724.60560417,-0.0917438268661499
[4],tanh,1,0.1,32,3327.2775028534898,131741750.6657193,-0.09173572063446045
[4],tanh,1,0.1,64,3327.3503584608866,131742184.87154204,-0.09173941612243652
[4],tanh,1,0.1,128,3327.1508136605808,131741150.33359046,-0.09173083305358887
[4],tanh,1,0.1,256,3327.2648248330343,131741690.4531586,-0.09173524379730225
[4],tanh,1,0.1,512,3327.5660215775406,131744066.39378946,-0.09175491333007812
[4],tanh,1,0.01,16,3327.36191866218,131743208.00183077,-0.09174787998199463
[4],tanh,1,0.01,32,3327.7180207703827,131745057.79617918,-0.09176313877105713
[4],tanh,1,0.01,64,3326.9135857306796,131740150.83172582,-0.09172248840332031
[4],tanh,1,0.01,128,3327.2033112104627,131742017.85814676,-0.09173798561096191
[4],tanh,1,0.01,256,3327.2898929614726,131742816.35728174,-0.09174466133117676
[4],tanh,1,0.01,512,3327.4154321433593,131743520.8114091,-0.09175050258636475
[4],tanh,1,0.001,16,3327.109355372662,131741569.01226035,-0.09173417091369629
[4],tanh,1,0.001,32,3327.438591222451,131743595.34071073,-0.09175097942352295
[4],tanh,1,0.001,64,3327.5214118839217,131744485.61925775,-0.0917583703994751
[4],tanh,1,0.001,128,3327.7848220700885,131745726.90886658,-0.09176874160766602
[4],tanh,1,0.001,256,3327.454883090983,131743468.69718684,-0.09175002574920654
[4],tanh,1,0.001,512,3327.435825023755,131743483.57145788,-0.0917501449584961
[4],tanh,1,0.0001,16,3327.0818874817664,131741409.08171104,-0.09173285961151123
[4],tanh,1,0.0001,32,3327.011875981385,131740898.15905565,-0.09172868728637695
[4],tanh,1,0.0001,64,3326.934161513108,131740348.9414091,-0.09172415733337402
[4],tanh,1,0.0001,128,3327.0413537672184,131740823.59235466,-0.09172797203063965
[4],tanh,1,0.0001,256,3327.645580554751,131745234.16615021,-0.09176456928253174
[4],tanh,1,0.0001,512,3327.1371998040554,131741855.9826335,-0.09173667430877686
[4],tanh,10,0.1,16,3323.3502737878325,131714509.06474891,-0.09151005744934082
[4],tanh,10,0.1,32,3323.141680945648,131713564.94435167,-0.09150218963623047
[4],tanh,10,0.1,64,3324.087154722925,131719065.44565918,-0.09154772758483887
[4],tanh,10,0.1,128,3323.5974534767875,131716338.08199522,-0.09152507781982422
[4],tanh,10,0.1,256,3324.7361732075105,131723226.83261336,-0.09158217906951904
[4],tanh,10,0.1,512,3322.9521594783414,131712319.37235202,-0.09149181842803955
[4],tanh,10,0.01,16,3327.291654143387,131742198.58916289,-0.09173941612243652
[4],tanh,10,0.01,32,3326.7875288740647,131738360.56383516,-0.09170770645141602
[4],tanh,10,0.01,64,3326.7102839327904,131737993.57357828,-0.0917046070098877
[4],tanh,10,0.01,128,3327.196395475791,131740985.04924108,-0.09172940254211426
[4],tanh,10,0.01,256,3327.0955657807604,131740404.91757675,-0.09172451496124268
[4],tanh,10,0.01,512,3326.8319686504155,131738703.34921223,-0.09171044826507568
[4],tanh,10,0.001,16,3327.2650851288945,131742069.8441178,-0.09173834323883057
[4],tanh,10,0.001,32,3327.4507360319226,131743737.04272696,-0.09175217151641846
[4],tanh,10,0.001,64,3327.5510814760096,131744725.87364817,-0.09176027774810791
[4],tanh,10,0.001,128,3327.5519280804765,131744150.28542474,-0.09175574779510498
[4],tanh,10,0.001,256,3327.6555407619676,131745159.94495486,-0.09176409244537354
[4],tanh,10,0.001,512,3327.9130942641295,131746381.26551718,-0.0917741060256958
[4],tanh,10,0.0001,16,3327.66119333555,131745569.77566212,-0.09176743030548096
[4],tanh,10,0.0001,32,3327.79517187105,131745958.67668176,-0.09177064895629883
[4],tanh,10,0.0001,64,3327.7143008140047,131745200.90372363,-0.09176421165466309
[4],tanh,10,0.0001,128,3327.4622768849285,131743813.79000947,-0.09175276756286621
[4],tanh,10,0.0001,256,3327.199557462873,131742090.20960474,-0.09173846244812012
[4],tanh,10,0.0001,512,3327.896235647971,131747002.67816329,-0.09177935123443604
[4],tanh,25,0.1,16,3314.773199513936,131659333.38839407,-0.09105277061462402
[4],tanh,25,0.1,32,3314.0875008259886,131654709.24099697,-0.09101438522338867
[4],tanh,25,0.1,64,3314.6348850725576,131658392.84561934,-0.09104490280151367
[4],tanh,25,0.1,128,3314.2625368526988,131655831.11016183,-0.09102356433868408
[4],tanh,25,0.1,256,3313.7282093165727,131652452.79427385,-0.09099578857421875
[4],tanh,25,0.1,512,3314.459254428408,131657312.85521257,-0.09103584289550781
[4],tanh,25,0.01,16,3327.067909078277,131740371.55410698,-0.09172439575195312
[4],tanh,25,0.01,32,3327.230966498539,131740362.17647986,-0.09172415733337402
[4],tanh,25,0.01,64,3327.3318142345024,131741005.39414977,-0.09172964096069336
[4],tanh,25,0.01,128,3326.5328186661877,131735930.2938359,-0.09168756008148193
[4],tanh,25,0.01,256,3326.8904705769182,131738765.08574735,-0.09171104431152344
[4],tanh,25,0.01,512,3326.7293050889675,131737302.84472315,-0.09169888496398926
[4],tanh,25,0.001,16,3327.641074197036,131744856.01926248,-0.09176146984100342
[4],tanh,25,0.001,32,3326.9794729283853,131740369.40982547,-0.09172427654266357
[4],tanh,25,0.001,64,3327.2011257828294,131742003.76015313,-0.09173786640167236
[4],tanh,25,0.001,128,3327.4675206070347,131743236.1640004,-0.09174811840057373
[4],tanh,25,0.001,256,3327.0473116784124,131741017.39522433,-0.09172964096069336
[4],tanh,25,0.001,512,3327.0551508246276,131741354.27758281,-0.09173238277435303
[4],tanh,25,0.0001,16,3327.743174625867,131746221.57275575,-0.09177279472351074
[4],tanh,25,0.0001,32,3327.509297188395,131744104.34616987,-0.09175515174865723
[4],tanh,25,0.0001,64,3327.851313478041,131746209.9316523,-0.09177279472351074
[4],tanh,25,0.0001,128,3327.2859518170935,131742666.76432754,-0.0917433500289917
[4],tanh,25,0.0001,256,3327.0539694080203,131741133.32688698,-0.09173059463500977
[4],tanh,25,0.0001,512,3327.616506701201,131745110.78765416,-0.09176373481750488
[4],tanh,50,0.1,16,3300.159420624674,131562829.07404602,-0.09025311470031738
[4],tanh,50,0.1,32,3300.9041951762006,131567750.17749242,-0.0902937650680542
[4],tanh,50,0.1,64,3301.111961773206,131569129.5653016,-0.09030520915985107
[4],tanh,50,0.1,128,3301.123660999163,131569201.33854823,-0.09030580520629883
[4],tanh,50,0.1,256,3300.3964934900528,131564404.4446007,-0.09026598930358887
[4],tanh,50,0.1,512,3300.889564616636,131567662.25089733,-0.09029293060302734
[4],tanh,50,0.01,16,3325.642013339899,131729499.53828208,-0.09163427352905273
[4],tanh,50,0.01,32,3325.636881857757,131729390.10472195,-0.09163320064544678
[4],tanh,50,0.01,64,3326.189548142872,131732401.28435813,-0.09165823459625244
[4],tanh,50,0.01,128,3326.169971772067,131733335.39910893,-0.09166598320007324
[4],tanh,50,0.01,256,3325.2184930720928,131727485.94708475,-0.09161746501922607
[4],tanh,50,0.01,512,3325.760488191068,131729813.2340852,-0.09163689613342285
[4],tanh,50,0.001,16,3327.4596916158443,131743477.96030873,-0.09175002574920654
[4],tanh,50,0.001,32,3327.2987864163406,131742146.39385898,-0.09173905849456787
[4],tanh,50,0.001,64,3327.2227221675876,131741357.33951077,-0.09173250198364258
[4],tanh,50,0.001,128,3327.54382873347,131743907.15917122,-0.09175372123718262
[4],tanh,50,0.001,256,3326.923664016255,131740103.69281116,-0.09172213077545166
[4],tanh,50,0.001,512,3327.1114565209364,131740969.6445333,-0.09172928333282471
[4],tanh,50,0.0001,16,3327.0172407380182,131740853.1603047,-0.09172821044921875
[4],tanh,50,0.0001,32,3327.7907879373524,131746552.38190232,-0.09177553653717041
[4],tanh,50,0.0001,64,3327.767071895043,131745891.96078965,-0.09177005290985107
[4],tanh,50,0.0001,128,3327.5519647802844,131744142.79911578,-0.09175562858581543
[4],tanh,50,0.0001,256,3327.829186829972,131746176.08625393,-0.09177243709564209
[4],tanh,50,0.0001,512,3327.145223086688,131741699.97398983,-0.09173524379730225
[4],tanh,100,0.1,16,3273.5875886461745,131388105.9443983,-0.08880496025085449
[4],tanh,100,0.1,32,3273.367244145055,131386663.41151373,-0.08879303932189941
[4],tanh,100,0.1,64,3272.4593480601256,131380708.9003421,-0.08874368667602539
[4],tanh,100,0.1,128,3273.6749501886848,131388684.0591114,-0.08880996704101562
[4],tanh,100,0.1,256,3272.7179064462607,131382401.84123774,-0.08875775337219238
[4],tanh,100,0.1,512,3273.8043989358807,131389527.92418699,-0.08881688117980957
[4],tanh,100,0.01,16,3322.316339036137,131707735.01796323,-0.0914539098739624
[4],tanh,100,0.01,32,3322.2406242083202,131707487.98762134,-0.09145176410675049
[4],tanh,100,0.01,64,3321.925279774,131705527.62817258,-0.09143555164337158
[4],tanh,100,0.01,128,3322.3336298750633,131708010.74811481,-0.09145605564117432
[4],tanh,100,0.01,256,3321.964015351206,131705804.15018255,-0.09143781661987305
[4],tanh,100,0.01,512,3322.112300939436,131706793.26447906,-0.0914459228515625
[4],tanh,100,0.001,16,3327.592403087597,131743175.39095433,-0.09174752235412598
[4],tanh,100,0.001,32,3327.507864824645,131742907.79993491,-0.09174537658691406
[4],tanh,100,0.001,64,3327.0877989816445,131740708.03296319,-0.09172713756561279
[4],tanh,100,0.001,128,3327.1457860530745,131740968.64068957,-0.09172916412353516
[4],tanh,100,0.001,256,3326.808607112256,131738404.10674968,-0.09170806407928467
[4],tanh,100,0.001,512,3327.148887105325,131740501.35184547,-0.09172534942626953
[4],tanh,100,0.0001,16,3327.295422318174,131742163.64845708,-0.09173917770385742
[4],tanh,100,0.0001,32,3326.979713299904,131740437.04861951,-0.09172475337982178
[4],tanh,100,0.0001,64,3327.5945658382852,131744711.10472053,-0.09176027774810791
[4],tanh,100,0.0001,128,3326.930158106007,131740382.15353446,-0.09172451496124268
[4],tanh,100,0.0001,256,3327.80228752708,131746067.02212729,-0.09177148342132568
